temp_C,time_min,h2so4_M,h2o2_M,pulp_density_gL,Li_pct,Ni_pct,Co_pct,Mn_pct
10.0,360.0,1.575,0.333333,333.0,3.345,3.303,3.014,1.306
10.0,360.0,1.575,0.666667,20.0,59.431,57.376,56.857,57.618
10.0,360.0,1.575,0.666667,124.333,60.383,63.091,58.813,56.35
10.0,360.0,1.575,0.666667,228.667,23.3,24.874,22.387,17.039
10.0,360.0,1.575,0.666667,333.0,3.345,3.303,3.014,1.306
10.0,360.0,1.575,1.0,20.0,59.43,57.375,56.856,57.616
10.0,360.0,1.575,1.0,124.333,60.381,63.09,58.812,56.349
10.0,360.0,1.575,1.0,228.667,23.299,24.873,22.386,17.038
10.0,360.0,1.575,1.0,333.0,3.345,3.303,3.014,1.306
10.0,360.0,2.0,0.0,20.0,59.429,57.376,56.856,57.615
10.0,360.0,2.0,0.0,124.333,60.381,63.091,58.812,56.348
10.0,360.0,2.0,0.0,228.667,23.3,24.874,22.387,17.039
10.0,360.0,2.0,0.0,333.0,3.345,3.303,3.014,1.306
10.0,360.0,2.0,0.333333,20.0,59.429,57.376,56.856,57.615
10.0,360.0,2.0,0.333333,124.333,60.381,63.091,58.812,56.348
10.0,360.0,2.0,0.333333,228.667,23.3,24.874,22.387,17.038
10.0,360.0,2.0,0.333333,333.0,3.345,3.303,3.014,1.306
10.0,360.0,2.0,0.666667,20.0,59.429,57.376,56.856,57.615
10.0,360.0,2.0,0.666667,124.333,60.381,63.09,58.812,56.348
10.0,360.0,2.0,0.666667,228.667,23.299,24.873,22.386,17.038
10.0,360.0,2.0,0.666667,333.0,3.345,3.303,3.014,1.306
10.0,360.0,2.0,1.0,20.0,59.428,57.375,56.855,57.614
10.0,360.0,2.0,1.0,124.333,60.379,63.089,58.81,56.346
10.0,360.0,2.0,1.0,228.667,23.299,24.873,22.386,17.038
10.0,360.0,2.0,1.0,333.0,3.345,3.303,3.013,1.306
15.0,120.0,1.0,1.47,100.0,66.107,63.05,64.34,60.883
20.0,120.0,1.0,1.47,100.0,75.343,72.85,74.7,71.647
25.0,120.0,1.0,0.0,50.0,59.79,40.05,37.42,29.91
25.0,120.0,1.0,0.15,100.0,84.58,82.65,85.06,82.41
25.0,120.0,1.0,1.0,50.0,62.63,52.43,51.02,37.4
25.0,120.0,1.0,1.47,100.0,84.58,82.65,85.06,82.41
25.0,120.0,2.0,0.0,50.0,55.18,42.78,36.23,29.83
26.0,1.0,0.3,0.0,20.0,51.248,53.008,52.939,20.537
26.0,1.0,0.3,0.0,124.333,62.136,51.939,48.588,46.356
26.0,1.0,0.3,0.0,228.667,63.4,44.277,40.733,45.524
26.0,1.0,0.3,0.0,333.0,48.546,47.011,43.225,43.76
26.0,1.0,0.3,0.333333,20.0,51.25,53.011,52.941,20.538
26.0,1.0,0.3,0.333333,124.333,62.137,51.941,48.59,46.357
26.0,1.0,0.3,0.333333,228.667,63.4,44.277,40.733,45.524
26.0,1.0,0.3,0.333333,333.0,48.546,47.01,43.225,43.76
26.0,1.0,0.3,0.666667,20.0,51.252,53.013,52.943,20.539
26.0,1.0,0.3,0.666667,124.333,62.138,51.943,48.592,46.357
26.0,1.0,0.3,0.666667,228.667,63.4,44.277,40.733,45.523
26.0,1.0,0.3,0.666667,333.0,48.545,47.01,43.224,43.759
26.0,1.0,0.3,1.0,20.0,51.253,53.014,52.944,20.54
26.0,1.0,0.3,1.0,124.333,62.138,51.944,48.593,46.357
26.0,1.0,0.3,1.0,228.667,63.398,44.276,40.733,45.522
26.0,1.0,0.3,1.0,333.0,48.544,47.008,43.223,43.757
26.0,1.0,0.725,0.0,20.0,51.253,53.016,52.947,20.54
26.0,1.0,0.725,0.0,124.333,62.142,51.948,48.596,46.362
26.0,1.0,0.725,0.0,228.667,63.404,44.28,40.736,45.528
26.0,1.0,0.725,0.0,333.0,48.548,47.012,43.226,43.761
26.0,1.0,0.725,0.333333,20.0,51.256,53.019,52.949,20.541
26.0,1.0,0.725,0.333333,124.333,62.144,51.95,48.598,46.363
26.0,1.0,0.725,0.333333,228.667,63.404,44.281,40.737,45.528
26.0,1.0,0.725,0.333333,333.0,48.547,47.012,43.226,43.761
26.0,1.0,0.725,0.666667,20.0,51.257,53.021,52.951,20.542
26.0,1.0,0.725,0.666667,124.333,62.145,51.951,48.6,46.364
26.0,1.0,0.725,0.666667,228.667,63.403,44.281,40.737,45.527
26.0,1.0,0.725,0.666667,333.0,48.546,47.011,43.225,43.76
26.0,1.0,0.725,1.0,20.0,51.259,53.022,52.953,20.543
26.0,1.0,0.725,1.0,124.333,62.145,51.952,48.601,46.363
26.0,1.0,0.725,1.0,228.667,63.402,44.28,40.736,45.526
26.0,1.0,0.725,1.0,333.0,48.545,47.01,43.224,43.758
26.0,1.0,1.15,0.0,20.0,51.258,53.023,52.954,20.543
26.0,1.0,1.15,0.0,124.333,62.148,51.955,48.604,46.368
26.0,1.0,1.15,0.0,228.667,63.406,44.283,40.739,45.53
26.0,1.0,1.15,0.0,333.0,48.548,47.013,43.227,43.762
26.0,1.0,1.15,0.333333,20.0,51.261,53.026,52.957,20.544
26.0,1.0,1.15,0.333333,124.333,62.149,51.957,48.606,46.369
26.0,1.0,1.15,0.333333,228.667,63.406,44.283,40.74,45.53
26.0,1.0,1.15,0.333333,333.0,48.548,47.012,43.226,43.761
26.0,1.0,1.15,0.666667,20.0,51.262,53.028,52.959,20.545
26.0,1.0,1.15,0.666667,124.333,62.15,51.959,48.608,46.369
26.0,1.0,1.15,0.666667,228.667,63.405,44.283,40.74,45.529
26.0,1.0,1.15,0.666667,333.0,48.547,47.012,43.226,43.76
26.0,1.0,1.15,1.0,20.0,51.263,53.029,52.96,20.546
26.0,1.0,1.15,1.0,124.333,62.15,51.96,48.609,46.369
26.0,1.0,1.15,1.0,228.667,63.404,44.283,40.739,45.528
26.0,1.0,1.15,1.0,333.0,48.545,47.01,43.225,43.759
26.0,1.0,1.575,0.0,20.0,51.262,53.03,52.961,20.545
26.0,1.0,1.575,0.0,124.333,62.152,51.961,48.611,46.372
26.0,1.0,1.575,0.0,228.667,63.407,44.285,40.741,45.532
26.0,1.0,1.575,0.0,333.0,48.547,47.012,43.226,43.761
26.0,1.0,1.575,0.333333,20.0,51.264,53.032,52.963,20.547
26.0,1.0,1.575,0.333333,124.333,62.153,51.964,48.613,46.374
26.0,1.0,1.575,0.333333,228.667,63.407,44.286,40.742,45.532
26.0,1.0,1.575,0.333333,333.0,48.547,47.012,43.226,43.761
26.0,1.0,1.575,0.666667,20.0,51.266,53.034,52.965,20.548
26.0,1.0,1.575,0.666667,124.333,62.154,51.965,48.614,46.374
26.0,1.0,1.575,0.666667,228.667,63.406,44.285,40.742,45.531
26.0,1.0,1.575,0.666667,333.0,48.546,47.011,43.226,43.76
26.0,1.0,1.575,1.0,20.0,51.267,53.035,52.966,20.548
26.0,1.0,1.575,1.0,124.333,62.154,51.966,48.616,46.374
26.0,1.0,1.575,1.0,228.667,63.405,44.285,40.741,45.53
26.0,1.0,1.575,1.0,333.0,48.545,47.01,43.224,43.758
26.0,1.0,2.0,0.0,20.0,51.265,53.035,52.966,20.547
26.0,1.0,2.0,0.0,124.333,62.155,51.967,48.616,46.376
26.0,1.0,2.0,0.0,228.667,63.407,44.286,40.743,45.532
26.0,1.0,2.0,0.0,333.0,48.546,47.011,43.225,43.76
26.0,1.0,2.0,0.333333,20.0,51.267,53.037,52.969,20.549
26.0,1.0,2.0,0.333333,124.333,62.157,51.969,48.619,46.377
26.0,1.0,2.0,0.333333,228.667,63.407,44.287,40.743,45.532
26.0,1.0,2.0,0.333333,333.0,48.546,47.011,43.225,43.759
26.0,1.0,2.0,0.666667,20.0,51.269,53.039,52.97,20.55
26.0,1.0,2.0,0.666667,124.333,62.157,51.971,48.62,46.378
26.0,1.0,2.0,0.666667,228.667,63.406,44.287,40.743,45.531
26.0,1.0,2.0,0.666667,333.0,48.545,47.01,43.224,43.758
26.0,1.0,2.0,1.0,20.0,51.27,53.041,52.972,20.55
26.0,1.0,2.0,1.0,124.333,62.158,51.972,48.621,46.377
26.0,1.0,2.0,1.0,228.667,63.405,44.286,40.743,45.53
26.0,1.0,2.0,1.0,333.0,48.544,47.009,43.223,43.757
26.0,90.75,0.3,0.0,20.0,68.361,53.275,51.034,29.312
26.0,90.75,0.3,0.0,124.333,76.489,72.39,70.592,74.022
26.0,90.75,0.3,0.0,228.667,66.64,49.926,49.405,45.97
26.0,90.75,0.3,0.0,333.0,50.471,46.746,44.589,42.265
26.0,90.75,0.3,0.333333,20.0,68.363,53.277,51.036,29.314
26.0,90.75,0.3,0.333333,124.333,76.49,72.392,70.594,74.023
26.0,90.75,0.3,0.333333,228.667,66.64,49.926,49.405,45.969
26.0,90.75,0.3,0.333333,333.0,50.471,46.746,44.589,42.264
26.0,90.75,0.3,0.666667,20.0,68.364,53.279,51.038,29.314
26.0,90.75,0.3,0.666667,124.333,76.491,72.393,70.595,74.023
26.0,90.75,0.3,0.666667,228.667,66.639,49.926,49.405,45.969
26.0,90.75,0.3,0.666667,333.0,50.47,46.745,44.588,42.263
26.0,90.75,0.3,1.0,20.0,68.364,53.28,51.039,29.315
26.0,90.75,0.3,1.0,124.333,76.49,72.394,70.595,74.022
26.0,90.75,0.3,1.0,228.667,66.638,49.925,49.404,45.967
26.0,90.75,0.3,1.0,333.0,50.468,46.744,44.587,42.262
26.0,90.75,0.725,0.0,20.0,68.369,53.284,51.043,29.319
26.0,90.75,0.725,0.0,124.333,76.499,72.401,70.602,74.034
26.0,90.75,0.725,0.0,228.667,66.645,49.931,49.409,45.975
26.0,90.75,0.725,0.0,333.0,50.472,46.747,44.59,42.266
26.0,90.75,0.725,0.333333,20.0,68.371,53.287,51.045,29.32
26.0,90.75,0.725,0.333333,124.333,76.5,72.403,70.604,74.035
26.0,90.75,0.725,0.333333,228.667,66.645,49.931,49.41,45.975
26.0,90.75,0.725,0.333333,333.0,50.472,46.747,44.59,42.266
26.0,90.75,0.725,0.666667,20.0,68.372,53.289,51.047,29.321
26.0,90.75,0.725,0.666667,124.333,76.5,72.404,70.605,74.035
26.0,90.75,0.725,0.666667,228.667,66.644,49.931,49.41,45.974
26.0,90.75,0.725,0.666667,333.0,50.471,46.746,44.589,42.265
26.0,90.75,0.725,1.0,20.0,68.372,53.29,51.048,29.322
26.0,90.75,0.725,1.0,124.333,76.499,72.404,70.606,74.034
26.0,90.75,0.725,1.0,228.667,66.642,49.93,49.409,45.973
26.0,90.75,0.725,1.0,333.0,50.47,46.745,44.588,42.263
26.0,90.75,1.15,0.0,20.0,68.376,53.293,51.051,29.326
26.0,90.75,1.15,0.0,124.333,76.507,72.41,70.611,74.045
26.0,90.75,1.15,0.0,228.667,66.648,49.934,49.413,45.979
26.0,90.75,1.15,0.0,333.0,50.473,46.748,44.591,42.267
26.0,90.75,1.15,0.333333,20.0,68.378,53.296,51.053,29.327
26.0,90.75,1.15,0.333333,124.333,76.508,72.412,70.613,74.046
26.0,90.75,1.15,0.333333,228.667,66.648,49.935,49.413,45.979
26.0,90.75,1.15,0.333333,333.0,50.473,46.748,44.591,42.266
26.0,90.75,1.15,0.666667,20.0,68.379,53.297,51.055,29.328
26.0,90.75,1.15,0.666667,124.333,76.508,72.413,70.614,74.046
26.0,90.75,1.15,0.666667,228.667,66.647,49.934,49.413,45.978
26.0,90.75,1.15,0.666667,333.0,50.472,46.747,44.59,42.265
26.0,90.75,1.15,1.0,20.0,68.379,53.299,51.057,29.328
26.0,90.75,1.15,1.0,124.333,76.508,72.414,70.615,74.044
26.0,90.75,1.15,1.0,228.667,66.646,49.934,49.412,45.977
26.0,90.75,1.15,1.0,333.0,50.47,46.746,44.589,42.264
26.0,90.75,1.575,0.0,20.0,68.381,53.301,51.058,29.331
26.0,90.75,1.575,0.0,124.333,76.514,72.418,70.619,74.054
26.0,90.75,1.575,0.0,228.667,66.651,49.937,49.416,45.982
26.0,90.75,1.575,0.0,333.0,50.473,46.748,44.591,42.266
26.0,90.75,1.575,0.333333,20.0,68.383,53.304,51.061,29.332
26.0,90.75,1.575,0.333333,124.333,76.515,72.42,70.621,74.055
26.0,90.75,1.575,0.333333,228.667,66.651,49.937,49.416,45.982
26.0,90.75,1.575,0.333333,333.0,50.472,46.747,44.591,42.266
26.0,90.75,1.575,0.666667,20.0,68.384,53.305,51.063,29.333
26.0,90.75,1.575,0.666667,124.333,76.515,72.421,70.622,74.054
26.0,90.75,1.575,0.666667,228.667,66.65,49.937,49.416,45.982
26.0,90.75,1.575,0.666667,333.0,50.472,46.747,44.59,42.265
26.0,90.75,1.575,1.0,20.0,68.384,53.306,51.064,29.334
26.0,90.75,1.575,1.0,124.333,76.514,72.422,70.622,74.053
26.0,90.75,1.575,1.0,228.667,66.648,49.936,49.415,45.98
26.0,90.75,1.575,1.0,333.0,50.47,46.745,44.589,42.263
26.0,90.75,2.0,0.0,20.0,68.386,53.308,51.065,29.336
26.0,90.75,2.0,0.0,124.333,76.519,72.425,70.625,74.061
26.0,90.75,2.0,0.0,228.667,66.652,49.939,49.418,45.985
26.0,90.75,2.0,0.0,333.0,50.472,46.747,44.59,42.265
26.0,90.75,2.0,0.333333,20.0,68.387,53.311,51.067,29.337
26.0,90.75,2.0,0.333333,124.333,76.52,72.427,70.627,74.062
26.0,90.75,2.0,0.333333,228.667,66.652,49.939,49.418,45.985
26.0,90.75,2.0,0.333333,333.0,50.471,46.746,44.59,42.265
26.0,90.75,2.0,0.666667,20.0,68.389,53.312,51.069,29.338
26.0,90.75,2.0,0.666667,124.333,76.52,72.428,70.628,74.062
26.0,90.75,2.0,0.666667,228.667,66.651,49.939,49.418,45.984
26.0,90.75,2.0,0.666667,333.0,50.47,46.746,44.589,42.264
26.0,90.75,2.0,1.0,20.0,68.389,53.313,51.07,29.338
26.0,90.75,2.0,1.0,124.333,76.52,72.428,70.629,74.061
26.0,90.75,2.0,1.0,228.667,66.649,49.938,49.417,45.983
26.0,90.75,2.0,1.0,333.0,50.469,46.744,44.588,42.262
26.0,180.5,0.3,0.0,20.0,63.307,44.557,44.912,42.19
26.0,180.5,0.3,0.0,124.333,61.093,66.915,65.196,64.323
26.0,180.5,0.3,0.0,228.667,35.958,31.233,31.264,18.271
26.0,180.5,0.3,0.0,333.0,22.621,18.794,19.018,11.389
26.0,180.5,0.3,0.333333,20.0,63.308,44.559,44.913,42.192
26.0,180.5,0.3,0.333333,124.333,61.093,66.916,65.197,64.324
26.0,180.5,0.3,0.333333,228.667,35.958,31.233,31.264,18.271
26.0,180.5,0.3,0.333333,333.0,22.621,18.793,19.018,11.389
26.0,180.5,0.3,0.666667,20.0,63.308,44.56,44.914,42.193
26.0,180.5,0.3,0.666667,124.333,61.093,66.916,65.197,64.324
26.0,180.5,0.3,0.666667,228.667,35.957,31.233,31.263,18.271
26.0,180.5,0.3,0.666667,333.0,22.62,18.793,19.017,11.389
26.0,180.5,0.3,1.0,20.0,63.307,44.56,44.914,42.193
26.0,180.5,0.3,1.0,124.333,61.092,66.916,65.197,64.323
26.0,180.5,0.3,1.0,228.667,35.956,31.233,31.263,18.27
26.0,180.5,0.3,1.0,333.0,22.62,18.792,19.017,11.388
26.0,180.5,0.725,0.0,20.0,63.311,44.564,44.917,42.194
26.0,180.5,0.725,0.0,124.333,61.099,66.923,65.202,64.331
26.0,180.5,0.725,0.0,228.667,35.961,31.236,31.266,18.274
26.0,180.5,0.725,0.0,333.0,22.622,18.794,19.019,11.39
26.0,180.5,0.725,0.333333,20.0,63.312,44.566,44.919,42.196
26.0,180.5,0.725,0.333333,124.333,61.1,66.924,65.203,64.332
26.0,180.5,0.725,0.333333,228.667,35.961,31.236,31.266,18.274
26.0,180.5,0.725,0.333333,333.0,22.622,18.794,19.018,11.39
26.0,180.5,0.725,0.666667,20.0,63.313,44.567,44.919,42.197
26.0,180.5,0.725,0.666667,124.333,61.099,66.924,65.204,64.331
26.0,180.5,0.725,0.666667,228.667,35.96,31.236,31.266,18.274
26.0,180.5,0.725,0.666667,333.0,22.621,18.794,19.018,11.39
26.0,180.5,0.725,1.0,20.0,63.312,44.567,44.92,42.197
26.0,180.5,0.725,1.0,124.333,61.098,66.923,65.203,64.33
26.0,180.5,0.725,1.0,228.667,35.959,31.235,31.266,18.273
26.0,180.5,0.725,1.0,333.0,22.62,18.793,19.018,11.389
26.0,180.5,1.15,0.0,20.0,63.315,44.571,44.922,42.197
26.0,180.5,1.15,0.0,124.333,61.104,66.929,65.208,64.337
26.0,180.5,1.15,0.0,228.667,35.963,31.238,31.268,18.277
26.0,180.5,1.15,0.0,333.0,22.622,18.795,19.019,11.39
26.0,180.5,1.15,0.333333,20.0,63.316,44.572,44.923,42.198
26.0,180.5,1.15,0.333333,124.333,61.105,66.93,65.209,64.338
26.0,180.5,1.15,0.333333,228.667,35.963,31.239,31.269,18.277
26.0,180.5,1.15,0.333333,333.0,22.622,18.794,19.019,11.39
26.0,180.5,1.15,0.666667,20.0,63.316,44.573,44.924,42.199
26.0,180.5,1.15,0.666667,124.333,61.104,66.93,65.209,64.338
26.0,180.5,1.15,0.666667,228.667,35.963,31.238,31.268,18.277
26.0,180.5,1.15,0.666667,333.0,22.622,18.794,19.018,11.39
26.0,180.5,1.15,1.0,20.0,63.316,44.574,44.925,42.2
26.0,180.5,1.15,1.0,124.333,61.103,66.929,65.208,64.337
26.0,180.5,1.15,1.0,228.667,35.962,31.238,31.268,18.276
26.0,180.5,1.15,1.0,333.0,22.621,18.793,19.018,11.389
26.0,180.5,1.575,0.0,20.0,63.317,44.576,44.926,42.199
26.0,180.5,1.575,0.0,124.333,61.108,66.934,65.212,64.342
26.0,180.5,1.575,0.0,228.667,35.965,31.24,31.27,18.279
26.0,180.5,1.575,0.0,333.0,22.622,18.795,19.019,11.39
26.0,180.5,1.575,0.333333,20.0,63.318,44.578,44.927,42.2
26.0,180.5,1.575,0.333333,124.333,61.109,66.935,65.213,64.343
26.0,180.5,1.575,0.333333,228.667,35.965,31.24,31.27,18.279
26.0,180.5,1.575,0.333333,333.0,22.622,18.794,19.019,11.39
26.0,180.5,1.575,0.666667,20.0,63.318,44.579,44.928,42.201
26.0,180.5,1.575,0.666667,124.333,61.108,66.935,65.213,64.343
26.0,180.5,1.575,0.666667,228.667,35.964,31.24,31.27,18.279
26.0,180.5,1.575,0.666667,333.0,22.622,18.794,19.018,11.39
26.0,180.5,1.575,1.0,20.0,63.318,44.579,44.929,42.202
26.0,180.5,1.575,1.0,124.333,61.107,66.934,65.212,64.342
26.0,180.5,1.575,1.0,228.667,35.963,31.239,31.269,18.279
26.0,180.5,1.575,1.0,333.0,22.621,18.793,19.018,11.389
26.0,180.5,2.0,0.0,20.0,63.319,44.581,44.929,42.2
26.0,180.5,2.0,0.0,124.333,61.111,66.937,65.215,64.346
26.0,180.5,2.0,0.0,228.667,35.966,31.241,31.271,18.281
26.0,180.5,2.0,0.0,333.0,22.622,18.794,19.019,11.39
26.0,180.5,2.0,0.333333,20.0,63.32,44.582,44.931,42.201
26.0,180.5,2.0,0.333333,124.333,61.111,66.938,65.216,64.346
26.0,180.5,2.0,0.333333,228.667,35.966,31.241,31.271,18.281
26.0,180.5,2.0,0.333333,333.0,22.622,18.794,19.018,11.39
26.0,180.5,2.0,0.666667,20.0,63.32,44.583,44.931,42.202
26.0,180.5,2.0,0.666667,124.333,61.111,66.938,65.216,64.346
26.0,180.5,2.0,0.666667,228.667,35.965,31.241,31.271,18.281
26.0,180.5,2.0,0.666667,333.0,22.621,18.794,19.018,11.39
26.0,180.5,2.0,1.0,20.0,63.319,44.584,44.932,42.202
26.0,180.5,2.0,1.0,124.333,61.11,66.938,65.215,64.345
26.0,180.5,2.0,1.0,228.667,35.964,31.241,31.27,18.281
26.0,180.5,2.0,1.0,333.0,22.62,18.793,19.018,11.389
26.0,270.25,0.3,0.0,20.0,77.439,67.758,69.272,80.937
26.0,270.25,0.3,0.0,124.333,67.991,74.148,69.676,66.678
26.0,270.25,0.3,0.0,228.667,24.843,26.61,24.046,13.588
26.0,270.25,0.3,0.0,333.0,6.075,4.698,4.786,0.539
26.0,270.25,0.3,0.333333,20.0,77.439,67.759,69.273,80.939
26.0,270.25,0.3,0.333333,124.333,67.992,74.149,69.677,66.679
26.0,270.25,0.3,0.333333,228.667,24.843,26.61,24.046,13.588
26.0,270.25,0.3,0.333333,333.0,6.075,4.698,4.786,0.539
26.0,270.25,0.3,0.666667,20.0,77.439,67.759,69.273,80.939
26.0,270.25,0.3,0.666667,124.333,67.991,74.148,69.676,66.678
26.0,270.25,0.3,0.666667,228.667,24.843,26.61,24.046,13.588
26.0,270.25,0.3,0.666667,333.0,6.075,4.698,4.786,0.539
26.0,270.25,0.3,1.0,20.0,77.437,67.758,69.272,80.939
26.0,270.25,0.3,1.0,124.333,67.99,74.147,69.675,66.677
26.0,270.25,0.3,1.0,228.667,24.842,26.609,24.046,13.587
26.0,270.25,0.3,1.0,333.0,6.075,4.698,4.786,0.538
26.0,270.25,0.725,0.0,20.0,77.441,67.763,69.276,80.939
26.0,270.25,0.725,0.0,124.333,67.994,74.153,69.68,66.68
26.0,270.25,0.725,0.0,228.667,24.844,26.612,24.048,13.589
26.0,270.25,0.725,0.0,333.0,6.076,4.698,4.786,0.539
26.0,270.25,0.725,0.333333,20.0,77.441,67.764,69.276,80.94
26.0,270.25,0.725,0.333333,124.333,67.994,74.153,69.68,66.681
26.0,270.25,0.725,0.333333,228.667,24.844,26.611,24.048,13.589
26.0,270.25,0.725,0.333333,333.0,6.076,4.698,4.786,0.539
26.0,270.25,0.725,0.666667,20.0,77.441,67.764,69.276,80.941
26.0,270.25,0.725,0.666667,124.333,67.994,74.153,69.68,66.681
26.0,270.25,0.725,0.666667,228.667,24.844,26.611,24.047,13.589
26.0,270.25,0.725,0.666667,333.0,6.076,4.698,4.786,0.539
26.0,270.25,0.725,1.0,20.0,77.44,67.763,69.275,80.94
26.0,270.25,0.725,1.0,124.333,67.992,74.151,69.678,66.68
26.0,270.25,0.725,1.0,228.667,24.843,26.611,24.047,13.588
26.0,270.25,0.725,1.0,333.0,6.075,4.698,4.786,0.539
26.0,270.25,1.15,0.0,20.0,77.441,67.767,69.278,80.938
26.0,270.25,1.15,0.0,124.333,67.996,74.156,69.682,66.682
26.0,270.25,1.15,0.0,228.667,24.845,26.612,24.048,13.589
26.0,270.25,1.15,0.0,333.0,6.076,4.698,4.787,0.539
26.0,270.25,1.15,0.333333,20.0,77.442,67.768,69.279,80.94
26.0,270.25,1.15,0.333333,124.333,67.996,74.156,69.682,66.682
26.0,270.25,1.15,0.333333,228.667,24.845,26.612,24.048,13.589
26.0,270.25,1.15,0.333333,333.0,6.076,4.698,4.787,0.539
26.0,270.25,1.15,0.666667,20.0,77.441,67.768,69.279,80.94
26.0,270.25,1.15,0.666667,124.333,67.995,74.156,69.682,66.682
26.0,270.25,1.15,0.666667,228.667,24.845,26.612,24.048,13.589
26.0,270.25,1.15,0.666667,333.0,6.076,4.698,4.786,0.539
26.0,270.25,1.15,1.0,20.0,77.44,67.767,69.278,80.94
26.0,270.25,1.15,1.0,124.333,67.994,74.154,69.68,66.681
26.0,270.25,1.15,1.0,228.667,24.844,26.611,24.048,13.589
26.0,270.25,1.15,1.0,333.0,6.075,4.698,4.786,0.539
26.0,270.25,1.575,0.0,20.0,77.441,67.77,69.279,80.936
26.0,270.25,1.575,0.0,124.333,67.996,74.157,69.683,66.681
26.0,270.25,1.575,0.0,228.667,24.846,26.613,24.049,13.59
26.0,270.25,1.575,0.0,333.0,6.076,4.698,4.787,0.539
26.0,270.25,1.575,0.333333,20.0,77.441,67.771,69.28,80.938
26.0,270.25,1.575,0.333333,124.333,67.996,74.158,69.683,66.682
26.0,270.25,1.575,0.333333,228.667,24.846,26.613,24.049,13.59
26.0,270.25,1.575,0.333333,333.0,6.076,4.698,4.787,0.539
26.0,270.25,1.575,0.666667,20.0,77.441,67.771,69.28,80.938
26.0,270.25,1.575,0.666667,124.333,67.995,74.157,69.683,66.682
26.0,270.25,1.575,0.666667,228.667,24.845,26.613,24.048,13.59
26.0,270.25,1.575,0.666667,333.0,6.076,4.698,4.786,0.539
26.0,270.25,1.575,1.0,20.0,77.439,67.77,69.279,80.938
26.0,270.25,1.575,1.0,124.333,67.994,74.156,69.681,66.681
26.0,270.25,1.575,1.0,228.667,24.845,26.612,24.048,13.589
26.0,270.25,1.575,1.0,333.0,6.075,4.698,4.786,0.539
26.0,270.25,2.0,0.0,20.0,77.438,67.771,69.279,80.932
26.0,270.25,2.0,0.0,124.333,67.995,74.158,69.682,66.68
26.0,270.25,2.0,0.0,228.667,24.845,26.613,24.049,13.59
26.0,270.25,2.0,0.0,333.0,6.076,4.698,4.787,0.539
26.0,270.25,2.0,0.333333,20.0,77.439,67.772,69.28,80.934
26.0,270.25,2.0,0.333333,124.333,67.995,74.158,69.683,66.68
26.0,270.25,2.0,0.333333,228.667,24.845,26.613,24.049,13.59
26.0,270.25,2.0,0.333333,333.0,6.076,4.698,4.786,0.539
26.0,270.25,2.0,0.666667,20.0,77.439,67.772,69.28,80.934
26.0,270.25,2.0,0.666667,124.333,67.994,74.158,69.682,66.68
26.0,270.25,2.0,0.666667,228.667,24.845,26.612,24.048,13.59
26.0,270.25,2.0,0.666667,333.0,6.076,4.698,4.786,0.539
26.0,270.25,2.0,1.0,20.0,77.437,67.771,69.279,80.934
26.0,270.25,2.0,1.0,124.333,67.993,74.156,69.681,66.679
26.0,270.25,2.0,1.0,228.667,24.844,26.612,24.048,13.589
26.0,270.25,2.0,1.0,333.0,6.075,4.698,4.786,0.539
26.0,360.0,0.3,0.0,20.0,64.513,62.012,61.784,63.579
26.0,360.0,0.3,0.0,124.333,64.7,67.41,63.084,61.143
26.0,360.0,0.3,0.0,228.667,24.726,26.351,23.765,18.247
26.0,360.0,0.3,0.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.3,0.333333,20.0,64.513,62.012,61.784,63.579
26.0,360.0,0.3,0.333333,124.333,64.7,67.41,63.084,61.143
26.0,360.0,0.3,0.333333,228.667,24.726,26.351,23.765,18.247
26.0,360.0,0.3,0.333333,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.3,0.666667,20.0,64.512,62.011,61.783,63.579
26.0,360.0,0.3,0.666667,124.333,64.699,67.409,63.083,61.143
26.0,360.0,0.3,0.666667,228.667,24.725,26.35,23.765,18.247
26.0,360.0,0.3,0.666667,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.3,1.0,20.0,64.511,62.01,61.782,63.578
26.0,360.0,0.3,1.0,124.333,64.697,67.408,63.081,61.141
26.0,360.0,0.3,1.0,228.667,24.725,26.35,23.764,18.246
26.0,360.0,0.3,1.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.725,0.0,20.0,64.514,62.015,61.786,63.58
26.0,360.0,0.725,0.0,124.333,64.701,67.412,63.086,61.145
26.0,360.0,0.725,0.0,228.667,24.726,26.352,23.766,18.247
26.0,360.0,0.725,0.0,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.725,0.333333,20.0,64.514,62.015,61.786,63.58
26.0,360.0,0.725,0.333333,124.333,64.701,67.412,63.085,61.145
26.0,360.0,0.725,0.333333,228.667,24.726,26.352,23.766,18.247
26.0,360.0,0.725,0.333333,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.725,0.666667,20.0,64.513,62.014,61.785,63.58
26.0,360.0,0.725,0.666667,124.333,64.7,67.412,63.085,61.144
26.0,360.0,0.725,0.666667,228.667,24.726,26.351,23.765,18.247
26.0,360.0,0.725,0.666667,333.0,3.544,3.486,3.186,1.382
26.0,360.0,0.725,1.0,20.0,64.512,62.013,61.784,63.579
26.0,360.0,0.725,1.0,124.333,64.699,67.41,63.083,61.142
